train_name,train_number,train_class,departure_station,departure_time,departure_date,duration,arrival_station,arrival_date,arrival_time,price,availability,hidden_query_date_calendar,hidden_query_date_input_format,hidden_query_destination_code,hidden_query_destination_name,hidden_query_origin_code,hidden_query_origin_name,hidden_query_url
PANDALUNGAN PRIORITY,31P,Eksekutif (AA),SURABAYA PASAR TURI,19:45,30 Juni 2025,8j 27m,JATINEGARA,1 Juli 2025,04:12,1050000,Tersisa 23 kursi,2025-06-30,30-Juni-2025,JNG,JATINEGARA,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=bwEaWS55jpoPgrYGYZTo2g%3D%3D&destination=Dt9sxq8xNMs2CE%2FCFKZGkg%3D%3D&tanggal=C2tOs4NmehSfduLG%2Bmj4FLQuwCESjkx5e3NiM2L%2F5%2BM%3D&adult=OXhhSf6nHT3e9gy55IXUUQ%3D%3D&infant=WQbwrCZ5FPWfhJidMpb8NA%3D%3D&book_type=
PANDALUNGAN PRIORITY,31P,Eksekutif (A),SURABAYA PASAR TURI,19:45,30 Juni 2025,8j 27m,JATINEGARA,1 Juli 2025,04:12,1000000,Tersisa 3 kursi,2025-06-30,30-Juni-2025,JNG,JATINEGARA,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=bwEaWS55jpoPgrYGYZTo2g%3D%3D&destination=Dt9sxq8xNMs2CE%2FCFKZGkg%3D%3D&tanggal=C2tOs4NmehSfduLG%2Bmj4FLQuwCESjkx5e3NiM2L%2F5%2BM%3D&adult=OXhhSf6nHT3e9gy55IXUUQ%3D%3D&infant=WQbwrCZ5FPWfhJidMpb8NA%3D%3D&book_type=
SEMBRANI,41,Eksekutif (AD),SURABAYA PASAR TURI,20:15,30 Juni 2025,8j 13m,JATINEGARA,1 Juli 2025,04:28,855000,Tersedia,2025-06-30,30-Juni-2025,JNG,JATINEGARA,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=bwEaWS55jpoPgrYGYZTo2g%3D%3D&destination=Dt9sxq8xNMs2CE%2FCFKZGkg%3D%3D&tanggal=C2tOs4NmehSfduLG%2Bmj4FLQuwCESjkx5e3NiM2L%2F5%2BM%3D&adult=OXhhSf6nHT3e9gy55IXUUQ%3D%3D&infant=WQbwrCZ5FPWfhJidMpb8NA%3D%3D&book_type=
BLAMBANGAN EKSPRES,145,Ekonomi (CD),SURABAYA PASAR TURI,22:10,30 Juni 2025,9j 54m,JATINEGARA,1 Juli 2025,08:04,441000,Tersedia,2025-06-30,30-Juni-2025,JNG,JATINEGARA,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=bwEaWS55jpoPgrYGYZTo2g%3D%3D&destination=Dt9sxq8xNMs2CE%2FCFKZGkg%3D%3D&tanggal=C2tOs4NmehSfduLG%2Bmj4FLQuwCESjkx5e3NiM2L%2F5%2BM%3D&adult=OXhhSf6nHT3e9gy55IXUUQ%3D%3D&infant=WQbwrCZ5FPWfhJidMpb8NA%3D%3D&book_type=
BLAMBANGAN EKSPRES,145,Eksekutif (AD),SURABAYA PASAR TURI,22:10,30 Juni 2025,9j 54m,JATINEGARA,1 Juli 2025,08:04,646000,Tersedia,2025-06-30,30-Juni-2025,JNG,JATINEGARA,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=bwEaWS55jpoPgrYGYZTo2g%3D%3D&destination=Dt9sxq8xNMs2CE%2FCFKZGkg%3D%3D&tanggal=C2tOs4NmehSfduLG%2Bmj4FLQuwCESjkx5e3NiM2L%2F5%2BM%3D&adult=OXhhSf6nHT3e9gy55IXUUQ%3D%3D&infant=WQbwrCZ5FPWfhJidMpb8NA%3D%3D&book_type=
KERTAJAYA,253,Ekonomi (CD),SURABAYA PASAR TURI,22:30,30 Juni 2025,10j 20m,JATINEGARA,1 Juli 2025,08:50,356000,Tersedia,2025-06-30,30-Juni-2025,JNG,JATINEGARA,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=bwEaWS55jpoPgrYGYZTo2g%3D%3D&destination=Dt9sxq8xNMs2CE%2FCFKZGkg%3D%3D&tanggal=C2tOs4NmehSfduLG%2Bmj4FLQuwCESjkx5e3NiM2L%2F5%2BM%3D&adult=OXhhSf6nHT3e9gy55IXUUQ%3D%3D&infant=WQbwrCZ5FPWfhJidMpb8NA%3D%3D&book_type=
DHARMAWANGSA EKSPRES,165,Ekonomi (CD),SURABAYA PASAR TURI,23:00,30 Juni 2025,10j 8m,JATINEGARA,1 Juli 2025,09:08,370000,Tersedia,2025-06-30,30-Juni-2025,JNG,JATINEGARA,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=bwEaWS55jpoPgrYGYZTo2g%3D%3D&destination=Dt9sxq8xNMs2CE%2FCFKZGkg%3D%3D&tanggal=C2tOs4NmehSfduLG%2Bmj4FLQuwCESjkx5e3NiM2L%2F5%2BM%3D&adult=OXhhSf6nHT3e9gy55IXUUQ%3D%3D&infant=WQbwrCZ5FPWfhJidMpb8NA%3D%3D&book_type=
DHARMAWANGSA EKSPRES,165,Eksekutif (AD),SURABAYA PASAR TURI,23:00,30 Juni 2025,10j 8m,JATINEGARA,1 Juli 2025,09:08,570000,Tersedia,2025-06-30,30-Juni-2025,JNG,JATINEGARA,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=bwEaWS55jpoPgrYGYZTo2g%3D%3D&destination=Dt9sxq8xNMs2CE%2FCFKZGkg%3D%3D&tanggal=C2tOs4NmehSfduLG%2Bmj4FLQuwCESjkx5e3NiM2L%2F5%2BM%3D&adult=OXhhSf6nHT3e9gy55IXUUQ%3D%3D&infant=WQbwrCZ5FPWfhJidMpb8NA%3D%3D&book_type=
SEMBRANI,39,Eksekutif (AA),SURABAYA PASAR TURI,07:50,30 Juni 2025,8j 12m,JATINEGARA,30 Juni 2025,16:02,712000,Habis,2025-06-30,30-Juni-2025,JNG,JATINEGARA,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=bwEaWS55jpoPgrYGYZTo2g%3D%3D&destination=Dt9sxq8xNMs2CE%2FCFKZGkg%3D%3D&tanggal=C2tOs4NmehSfduLG%2Bmj4FLQuwCESjkx5e3NiM2L%2F5%2BM%3D&adult=OXhhSf6nHT3e9gy55IXUUQ%3D%3D&infant=WQbwrCZ5FPWfhJidMpb8NA%3D%3D&book_type=
SEMBRANI,39,Eksekutif (AB),SURABAYA PASAR TURI,07:50,30 Juni 2025,8j 12m,JATINEGARA,30 Juni 2025,16:02,760000,Habis,2025-06-30,30-Juni-2025,JNG,JATINEGARA,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=bwEaWS55jpoPgrYGYZTo2g%3D%3D&destination=Dt9sxq8xNMs2CE%2FCFKZGkg%3D%3D&tanggal=C2tOs4NmehSfduLG%2Bmj4FLQuwCESjkx5e3NiM2L%2F5%2BM%3D&adult=OXhhSf6nHT3e9gy55IXUUQ%3D%3D&infant=WQbwrCZ5FPWfhJidMpb8NA%3D%3D&book_type=
SEMBRANI,39,Eksekutif (AC),SURABAYA PASAR TURI,07:50,30 Juni 2025,8j 12m,JATINEGARA,30 Juni 2025,16:02,779000,Habis,2025-06-30,30-Juni-2025,JNG,JATINEGARA,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=bwEaWS55jpoPgrYGYZTo2g%3D%3D&destination=Dt9sxq8xNMs2CE%2FCFKZGkg%3D%3D&tanggal=C2tOs4NmehSfduLG%2Bmj4FLQuwCESjkx5e3NiM2L%2F5%2BM%3D&adult=OXhhSf6nHT3e9gy55IXUUQ%3D%3D&infant=WQbwrCZ5FPWfhJidMpb8NA%3D%3D&book_type=
SEMBRANI LUXURY,39L,Eksekutif (H),SURABAYA PASAR TURI,07:50,30 Juni 2025,8j 12m,JATINEGARA,30 Juni 2025,16:02,1250000,Habis,2025-06-30,30-Juni-2025,JNG,JATINEGARA,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=bwEaWS55jpoPgrYGYZTo2g%3D%3D&destination=Dt9sxq8xNMs2CE%2FCFKZGkg%3D%3D&tanggal=C2tOs4NmehSfduLG%2Bmj4FLQuwCESjkx5e3NiM2L%2F5%2BM%3D&adult=OXhhSf6nHT3e9gy55IXUUQ%3D%3D&infant=WQbwrCZ5FPWfhJidMpb8NA%3D%3D&book_type=
SEMBRANI LUXURY,39L,Eksekutif (J),SURABAYA PASAR TURI,07:50,30 Juni 2025,8j 12m,JATINEGARA,30 Juni 2025,16:02,1135000,Habis,2025-06-30,30-Juni-2025,JNG,JATINEGARA,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=bwEaWS55jpoPgrYGYZTo2g%3D%3D&destination=Dt9sxq8xNMs2CE%2FCFKZGkg%3D%3D&tanggal=C2tOs4NmehSfduLG%2Bmj4FLQuwCESjkx5e3NiM2L%2F5%2BM%3D&adult=OXhhSf6nHT3e9gy55IXUUQ%3D%3D&infant=WQbwrCZ5FPWfhJidMpb8NA%3D%3D&book_type=
SEMBRANI LUXURY,39L,Eksekutif (I),SURABAYA PASAR TURI,07:50,30 Juni 2025,8j 12m,JATINEGARA,30 Juni 2025,16:02,1210000,Habis,2025-06-30,30-Juni-2025,JNG,JATINEGARA,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=bwEaWS55jpoPgrYGYZTo2g%3D%3D&destination=Dt9sxq8xNMs2CE%2FCFKZGkg%3D%3D&tanggal=C2tOs4NmehSfduLG%2Bmj4FLQuwCESjkx5e3NiM2L%2F5%2BM%3D&adult=OXhhSf6nHT3e9gy55IXUUQ%3D%3D&infant=WQbwrCZ5FPWfhJidMpb8NA%3D%3D&book_type=
SEMBRANI LUXURY,39L,Eksekutif (A),SURABAYA PASAR TURI,07:50,30 Juni 2025,8j 12m,JATINEGARA,30 Juni 2025,16:02,1500000,Habis,2025-06-30,30-Juni-2025,JNG,JATINEGARA,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=bwEaWS55jpoPgrYGYZTo2g%3D%3D&destination=Dt9sxq8xNMs2CE%2FCFKZGkg%3D%3D&tanggal=C2tOs4NmehSfduLG%2Bmj4FLQuwCESjkx5e3NiM2L%2F5%2BM%3D&adult=OXhhSf6nHT3e9gy55IXUUQ%3D%3D&infant=WQbwrCZ5FPWfhJidMpb8NA%3D%3D&book_type=
AIRLANGGA,271,Ekonomi (C),SURABAYA PASAR TURI,12:50,30 Juni 2025,11j 56m,JATINEGARA,1 Juli 2025,00:46,104000,Habis,2025-06-30,30-Juni-2025,JNG,JATINEGARA,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=bwEaWS55jpoPgrYGYZTo2g%3D%3D&destination=Dt9sxq8xNMs2CE%2FCFKZGkg%3D%3D&tanggal=C2tOs4NmehSfduLG%2Bmj4FLQuwCESjkx5e3NiM2L%2F5%2BM%3D&adult=OXhhSf6nHT3e9gy55IXUUQ%3D%3D&infant=WQbwrCZ5FPWfhJidMpb8NA%3D%3D&book_type=
JAYABAYA,91,Eksekutif (AA),SURABAYA PASAR TURI,16:07,30 Juni 2025,9j 39m,JATINEGARA,1 Juli 2025,01:46,598000,Habis,2025-06-30,30-Juni-2025,JNG,JATINEGARA,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=bwEaWS55jpoPgrYGYZTo2g%3D%3D&destination=Dt9sxq8xNMs2CE%2FCFKZGkg%3D%3D&tanggal=C2tOs4NmehSfduLG%2Bmj4FLQuwCESjkx5e3NiM2L%2F5%2BM%3D&adult=OXhhSf6nHT3e9gy55IXUUQ%3D%3D&infant=WQbwrCZ5FPWfhJidMpb8NA%3D%3D&book_type=
JAYABAYA,91,Ekonomi (CB),SURABAYA PASAR TURI,16:07,30 Juni 2025,9j 39m,JATINEGARA,1 Juli 2025,01:46,427000,Habis,2025-06-30,30-Juni-2025,JNG,JATINEGARA,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=bwEaWS55jpoPgrYGYZTo2g%3D%3D&destination=Dt9sxq8xNMs2CE%2FCFKZGkg%3D%3D&tanggal=C2tOs4NmehSfduLG%2Bmj4FLQuwCESjkx5e3NiM2L%2F5%2BM%3D&adult=OXhhSf6nHT3e9gy55IXUUQ%3D%3D&infant=WQbwrCZ5FPWfhJidMpb8NA%3D%3D&book_type=
JAYABAYA,91,Ekonomi (CC),SURABAYA PASAR TURI,16:07,30 Juni 2025,9j 39m,JATINEGARA,1 Juli 2025,01:46,456000,Habis,2025-06-30,30-Juni-2025,JNG,JATINEGARA,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=bwEaWS55jpoPgrYGYZTo2g%3D%3D&destination=Dt9sxq8xNMs2CE%2FCFKZGkg%3D%3D&tanggal=C2tOs4NmehSfduLG%2Bmj4FLQuwCESjkx5e3NiM2L%2F5%2BM%3D&adult=OXhhSf6nHT3e9gy55IXUUQ%3D%3D&infant=WQbwrCZ5FPWfhJidMpb8NA%3D%3D&book_type=
JAYABAYA,91,Ekonomi (CA),SURABAYA PASAR TURI,16:07,30 Juni 2025,9j 39m,JATINEGARA,1 Juli 2025,01:46,408000,Habis,2025-06-30,30-Juni-2025,JNG,JATINEGARA,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=bwEaWS55jpoPgrYGYZTo2g%3D%3D&destination=Dt9sxq8xNMs2CE%2FCFKZGkg%3D%3D&tanggal=C2tOs4NmehSfduLG%2Bmj4FLQuwCESjkx5e3NiM2L%2F5%2BM%3D&adult=OXhhSf6nHT3e9gy55IXUUQ%3D%3D&infant=WQbwrCZ5FPWfhJidMpb8NA%3D%3D&book_type=
JAYABAYA,91,Eksekutif (AC),SURABAYA PASAR TURI,16:07,30 Juni 2025,9j 39m,JATINEGARA,1 Juli 2025,01:46,646000,Habis,2025-06-30,30-Juni-2025,JNG,JATINEGARA,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=bwEaWS55jpoPgrYGYZTo2g%3D%3D&destination=Dt9sxq8xNMs2CE%2FCFKZGkg%3D%3D&tanggal=C2tOs4NmehSfduLG%2Bmj4FLQuwCESjkx5e3NiM2L%2F5%2BM%3D&adult=OXhhSf6nHT3e9gy55IXUUQ%3D%3D&infant=WQbwrCZ5FPWfhJidMpb8NA%3D%3D&book_type=
JAYABAYA,91,Eksekutif (AB),SURABAYA PASAR TURI,16:07,30 Juni 2025,9j 39m,JATINEGARA,1 Juli 2025,01:46,617000,Habis,2025-06-30,30-Juni-2025,JNG,JATINEGARA,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=bwEaWS55jpoPgrYGYZTo2g%3D%3D&destination=Dt9sxq8xNMs2CE%2FCFKZGkg%3D%3D&tanggal=C2tOs4NmehSfduLG%2Bmj4FLQuwCESjkx5e3NiM2L%2F5%2BM%3D&adult=OXhhSf6nHT3e9gy55IXUUQ%3D%3D&infant=WQbwrCZ5FPWfhJidMpb8NA%3D%3D&book_type=
PANDALUNGAN,31,Eksekutif (AB),SURABAYA PASAR TURI,19:45,30 Juni 2025,8j 27m,JATINEGARA,1 Juli 2025,04:12,589000,Habis,2025-06-30,30-Juni-2025,JNG,JATINEGARA,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=bwEaWS55jpoPgrYGYZTo2g%3D%3D&destination=Dt9sxq8xNMs2CE%2FCFKZGkg%3D%3D&tanggal=C2tOs4NmehSfduLG%2Bmj4FLQuwCESjkx5e3NiM2L%2F5%2BM%3D&adult=OXhhSf6nHT3e9gy55IXUUQ%3D%3D&infant=WQbwrCZ5FPWfhJidMpb8NA%3D%3D&book_type=
PANDALUNGAN,31,Eksekutif (AA),SURABAYA PASAR TURI,19:45,30 Juni 2025,8j 27m,JATINEGARA,1 Juli 2025,04:12,570000,Habis,2025-06-30,30-Juni-2025,JNG,JATINEGARA,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=bwEaWS55jpoPgrYGYZTo2g%3D%3D&destination=Dt9sxq8xNMs2CE%2FCFKZGkg%3D%3D&tanggal=C2tOs4NmehSfduLG%2Bmj4FLQuwCESjkx5e3NiM2L%2F5%2BM%3D&adult=OXhhSf6nHT3e9gy55IXUUQ%3D%3D&infant=WQbwrCZ5FPWfhJidMpb8NA%3D%3D&book_type=
PANDALUNGAN,31,Eksekutif (AC),SURABAYA PASAR TURI,19:45,30 Juni 2025,8j 27m,JATINEGARA,1 Juli 2025,04:12,608000,Habis,2025-06-30,30-Juni-2025,JNG,JATINEGARA,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=bwEaWS55jpoPgrYGYZTo2g%3D%3D&destination=Dt9sxq8xNMs2CE%2FCFKZGkg%3D%3D&tanggal=C2tOs4NmehSfduLG%2Bmj4FLQuwCESjkx5e3NiM2L%2F5%2BM%3D&adult=OXhhSf6nHT3e9gy55IXUUQ%3D%3D&infant=WQbwrCZ5FPWfhJidMpb8NA%3D%3D&book_type=
SEMBRANI,41,Eksekutif (AA),SURABAYA PASAR TURI,20:15,30 Juni 2025,8j 13m,JATINEGARA,1 Juli 2025,04:28,712000,Habis,2025-06-30,30-Juni-2025,JNG,JATINEGARA,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=bwEaWS55jpoPgrYGYZTo2g%3D%3D&destination=Dt9sxq8xNMs2CE%2FCFKZGkg%3D%3D&tanggal=C2tOs4NmehSfduLG%2Bmj4FLQuwCESjkx5e3NiM2L%2F5%2BM%3D&adult=OXhhSf6nHT3e9gy55IXUUQ%3D%3D&infant=WQbwrCZ5FPWfhJidMpb8NA%3D%3D&book_type=
SEMBRANI,41,Eksekutif (AB),SURABAYA PASAR TURI,20:15,30 Juni 2025,8j 13m,JATINEGARA,1 Juli 2025,04:28,760000,Habis,2025-06-30,30-Juni-2025,JNG,JATINEGARA,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=bwEaWS55jpoPgrYGYZTo2g%3D%3D&destination=Dt9sxq8xNMs2CE%2FCFKZGkg%3D%3D&tanggal=C2tOs4NmehSfduLG%2Bmj4FLQuwCESjkx5e3NiM2L%2F5%2BM%3D&adult=OXhhSf6nHT3e9gy55IXUUQ%3D%3D&infant=WQbwrCZ5FPWfhJidMpb8NA%3D%3D&book_type=
SEMBRANI,41,Eksekutif (AC),SURABAYA PASAR TURI,20:15,30 Juni 2025,8j 13m,JATINEGARA,1 Juli 2025,04:28,779000,Habis,2025-06-30,30-Juni-2025,JNG,JATINEGARA,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=bwEaWS55jpoPgrYGYZTo2g%3D%3D&destination=Dt9sxq8xNMs2CE%2FCFKZGkg%3D%3D&tanggal=C2tOs4NmehSfduLG%2Bmj4FLQuwCESjkx5e3NiM2L%2F5%2BM%3D&adult=OXhhSf6nHT3e9gy55IXUUQ%3D%3D&infant=WQbwrCZ5FPWfhJidMpb8NA%3D%3D&book_type=
BLAMBANGAN EKSPRES,145,Ekonomi (CB),SURABAYA PASAR TURI,22:10,30 Juni 2025,9j 54m,JATINEGARA,1 Juli 2025,08:04,399000,Habis,2025-06-30,30-Juni-2025,JNG,JATINEGARA,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=bwEaWS55jpoPgrYGYZTo2g%3D%3D&destination=Dt9sxq8xNMs2CE%2FCFKZGkg%3D%3D&tanggal=C2tOs4NmehSfduLG%2Bmj4FLQuwCESjkx5e3NiM2L%2F5%2BM%3D&adult=OXhhSf6nHT3e9gy55IXUUQ%3D%3D&infant=WQbwrCZ5FPWfhJidMpb8NA%3D%3D&book_type=
BLAMBANGAN EKSPRES,145,Eksekutif (AA),SURABAYA PASAR TURI,22:10,30 Juni 2025,9j 54m,JATINEGARA,1 Juli 2025,08:04,589000,Habis,2025-06-30,30-Juni-2025,JNG,JATINEGARA,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=bwEaWS55jpoPgrYGYZTo2g%3D%3D&destination=Dt9sxq8xNMs2CE%2FCFKZGkg%3D%3D&tanggal=C2tOs4NmehSfduLG%2Bmj4FLQuwCESjkx5e3NiM2L%2F5%2BM%3D&adult=OXhhSf6nHT3e9gy55IXUUQ%3D%3D&infant=WQbwrCZ5FPWfhJidMpb8NA%3D%3D&book_type=
BLAMBANGAN EKSPRES,145,Ekonomi (CC),SURABAYA PASAR TURI,22:10,30 Juni 2025,9j 54m,JATINEGARA,1 Juli 2025,08:04,418000,Habis,2025-06-30,30-Juni-2025,JNG,JATINEGARA,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=bwEaWS55jpoPgrYGYZTo2g%3D%3D&destination=Dt9sxq8xNMs2CE%2FCFKZGkg%3D%3D&tanggal=C2tOs4NmehSfduLG%2Bmj4FLQuwCESjkx5e3NiM2L%2F5%2BM%3D&adult=OXhhSf6nHT3e9gy55IXUUQ%3D%3D&infant=WQbwrCZ5FPWfhJidMpb8NA%3D%3D&book_type=
BLAMBANGAN EKSPRES,145,Eksekutif (AB),SURABAYA PASAR TURI,22:10,30 Juni 2025,9j 54m,JATINEGARA,1 Juli 2025,08:04,603000,Habis,2025-06-30,30-Juni-2025,JNG,JATINEGARA,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=bwEaWS55jpoPgrYGYZTo2g%3D%3D&destination=Dt9sxq8xNMs2CE%2FCFKZGkg%3D%3D&tanggal=C2tOs4NmehSfduLG%2Bmj4FLQuwCESjkx5e3NiM2L%2F5%2BM%3D&adult=OXhhSf6nHT3e9gy55IXUUQ%3D%3D&infant=WQbwrCZ5FPWfhJidMpb8NA%3D%3D&book_type=
BLAMBANGAN EKSPRES,145,Eksekutif (AC),SURABAYA PASAR TURI,22:10,30 Juni 2025,9j 54m,JATINEGARA,1 Juli 2025,08:04,627000,Habis,2025-06-30,30-Juni-2025,JNG,JATINEGARA,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=bwEaWS55jpoPgrYGYZTo2g%3D%3D&destination=Dt9sxq8xNMs2CE%2FCFKZGkg%3D%3D&tanggal=C2tOs4NmehSfduLG%2Bmj4FLQuwCESjkx5e3NiM2L%2F5%2BM%3D&adult=OXhhSf6nHT3e9gy55IXUUQ%3D%3D&infant=WQbwrCZ5FPWfhJidMpb8NA%3D%3D&book_type=
BLAMBANGAN EKSPRES,145,Ekonomi (CA),SURABAYA PASAR TURI,22:10,30 Juni 2025,9j 54m,JATINEGARA,1 Juli 2025,08:04,384000,Habis,2025-06-30,30-Juni-2025,JNG,JATINEGARA,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=bwEaWS55jpoPgrYGYZTo2g%3D%3D&destination=Dt9sxq8xNMs2CE%2FCFKZGkg%3D%3D&tanggal=C2tOs4NmehSfduLG%2Bmj4FLQuwCESjkx5e3NiM2L%2F5%2BM%3D&adult=OXhhSf6nHT3e9gy55IXUUQ%3D%3D&infant=WQbwrCZ5FPWfhJidMpb8NA%3D%3D&book_type=
KERTAJAYA,253,Ekonomi (CA),SURABAYA PASAR TURI,22:30,30 Juni 2025,10j 20m,JATINEGARA,1 Juli 2025,08:50,294000,Habis,2025-06-30,30-Juni-2025,JNG,JATINEGARA,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=bwEaWS55jpoPgrYGYZTo2g%3D%3D&destination=Dt9sxq8xNMs2CE%2FCFKZGkg%3D%3D&tanggal=C2tOs4NmehSfduLG%2Bmj4FLQuwCESjkx5e3NiM2L%2F5%2BM%3D&adult=OXhhSf6nHT3e9gy55IXUUQ%3D%3D&infant=WQbwrCZ5FPWfhJidMpb8NA%3D%3D&book_type=
KERTAJAYA,253,Ekonomi (CB),SURABAYA PASAR TURI,22:30,30 Juni 2025,10j 20m,JATINEGARA,1 Juli 2025,08:50,304000,Habis,2025-06-30,30-Juni-2025,JNG,JATINEGARA,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=bwEaWS55jpoPgrYGYZTo2g%3D%3D&destination=Dt9sxq8xNMs2CE%2FCFKZGkg%3D%3D&tanggal=C2tOs4NmehSfduLG%2Bmj4FLQuwCESjkx5e3NiM2L%2F5%2BM%3D&adult=OXhhSf6nHT3e9gy55IXUUQ%3D%3D&infant=WQbwrCZ5FPWfhJidMpb8NA%3D%3D&book_type=
KERTAJAYA,253,Ekonomi (CC),SURABAYA PASAR TURI,22:30,30 Juni 2025,10j 20m,JATINEGARA,1 Juli 2025,08:50,323000,Habis,2025-06-30,30-Juni-2025,JNG,JATINEGARA,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=bwEaWS55jpoPgrYGYZTo2g%3D%3D&destination=Dt9sxq8xNMs2CE%2FCFKZGkg%3D%3D&tanggal=C2tOs4NmehSfduLG%2Bmj4FLQuwCESjkx5e3NiM2L%2F5%2BM%3D&adult=OXhhSf6nHT3e9gy55IXUUQ%3D%3D&infant=WQbwrCZ5FPWfhJidMpb8NA%3D%3D&book_type=
DHARMAWANGSA EKSPRES,165,Eksekutif (AA),SURABAYA PASAR TURI,23:00,30 Juni 2025,10j 8m,JATINEGARA,1 Juli 2025,09:08,494000,Habis,2025-06-30,30-Juni-2025,JNG,JATINEGARA,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=bwEaWS55jpoPgrYGYZTo2g%3D%3D&destination=Dt9sxq8xNMs2CE%2FCFKZGkg%3D%3D&tanggal=C2tOs4NmehSfduLG%2Bmj4FLQuwCESjkx5e3NiM2L%2F5%2BM%3D&adult=OXhhSf6nHT3e9gy55IXUUQ%3D%3D&infant=WQbwrCZ5FPWfhJidMpb8NA%3D%3D&book_type=
DHARMAWANGSA EKSPRES,165,Ekonomi (CA),SURABAYA PASAR TURI,23:00,30 Juni 2025,10j 8m,JATINEGARA,1 Juli 2025,09:08,304000,Habis,2025-06-30,30-Juni-2025,JNG,JATINEGARA,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=bwEaWS55jpoPgrYGYZTo2g%3D%3D&destination=Dt9sxq8xNMs2CE%2FCFKZGkg%3D%3D&tanggal=C2tOs4NmehSfduLG%2Bmj4FLQuwCESjkx5e3NiM2L%2F5%2BM%3D&adult=OXhhSf6nHT3e9gy55IXUUQ%3D%3D&infant=WQbwrCZ5FPWfhJidMpb8NA%3D%3D&book_type=
DHARMAWANGSA EKSPRES,165,Ekonomi (CB),SURABAYA PASAR TURI,23:00,30 Juni 2025,10j 8m,JATINEGARA,1 Juli 2025,09:08,332000,Habis,2025-06-30,30-Juni-2025,JNG,JATINEGARA,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=bwEaWS55jpoPgrYGYZTo2g%3D%3D&destination=Dt9sxq8xNMs2CE%2FCFKZGkg%3D%3D&tanggal=C2tOs4NmehSfduLG%2Bmj4FLQuwCESjkx5e3NiM2L%2F5%2BM%3D&adult=OXhhSf6nHT3e9gy55IXUUQ%3D%3D&infant=WQbwrCZ5FPWfhJidMpb8NA%3D%3D&book_type=
DHARMAWANGSA EKSPRES,165,Ekonomi (CC),SURABAYA PASAR TURI,23:00,30 Juni 2025,10j 8m,JATINEGARA,1 Juli 2025,09:08,351000,Habis,2025-06-30,30-Juni-2025,JNG,JATINEGARA,SBI,SURABAYA PASAR TURI,https://booking.kai.id/search?origination=bwEaWS55jpoPgrYGYZTo2g%3D%3D&destination=Dt9sxq8xNMs2CE%2FCFKZGkg%3D%3D&tanggal=C2tOs4NmehSfduLG%2Bmj4FLQuwCESjkx5e3NiM2L%2F5%2BM%3D&adult=OXhhSf6nHT3e9gy55IXUUQ%3D%3D&infant=WQbwrCZ5FPWfhJidMpb8NA%3D%3D&book_type=
